new_la_code,time_period,version,gender,breakdown,ethnicity_major,free_school_meals,sen_status,sen_description,disadvantage,first_language,variable,value
E06000030,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.39
E06000031,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.19
E06000032,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.45
E06000033,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.84
E06000034,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.57
E06000035,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.7
E06000036,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.67
E06000037,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,1.18
E06000038,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.68
E06000039,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.39
E06000040,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.42
E06000041,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,1.07
E06000042,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.47
E06000043,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.85
E06000044,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.54
E06000045,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.56
E06000046,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.9
E06000047,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.8
E06000049,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.91
E06000050,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.52
E06000051,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.4
E06000052,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,1.1
E06000054,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,1.12
E06000055,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.54
E06000056,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.34
E06000057,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.68
E06000058,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.89
E06000059,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.88
E06000060,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.63
E06000061,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.92
E06000062,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.78
E06000063,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.2
E06000064,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.72
E06000065,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.59
E06000066,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.43
E08000001,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.66
E08000002,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.49
E08000003,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.6
E08000004,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.2
E08000005,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.21
E08000006,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.83
E08000007,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.69
E08000008,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.54
E08000009,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.93
E08000010,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.73
E08000011,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.94
E08000012,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.67
E08000013,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.47
E08000014,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.78
E08000015,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.96
E08000016,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,1.57
E08000017,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.94
E08000018,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.13
E08000019,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.32
E08000021,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.41
E08000022,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.82
E08000023,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.48
E08000024,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.56
E08000025,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.23
E08000026,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.58
E08000027,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.34
E08000028,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.39
E08000029,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.5
E08000030,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.35
E08000031,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.53
E08000032,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,-0.05
E08000033,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.33
E08000034,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.42
E08000035,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.46
E08000036,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.82
E08000037,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.66
E09000002,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.68
E09000003,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.95
E09000004,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.63
E09000005,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.97
E09000006,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,1.07
E09000007,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.2
E09000008,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.44
E09000009,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.76
E09000010,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.59
E09000011,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.33
E09000012,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.73
E09000013,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.91
E09000014,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.66
E09000015,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.72
E09000016,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.48
E09000017,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.74
E09000018,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.81
E09000019,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.34
E09000020,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.55
E09000021,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.87
E09000022,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.63
E09000023,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.5
E09000024,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,1.0
E09000025,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.56
E09000026,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.71
E09000027,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.7
E09000028,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.69
E09000029,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,1.05
E09000030,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.41
E09000031,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.25
E09000032,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.72
E09000033,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.78
E10000003,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.97
E10000007,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.81
E10000008,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,1.1
E10000011,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,1.11
E10000012,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.71
E10000013,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,1.01
E10000014,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.6
E10000015,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.7
E10000016,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.92
E10000017,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.36
E10000018,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.84
E10000019,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,1.08
E10000020,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.91
E10000024,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.9
E10000025,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.53
E10000028,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.31
E10000029,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.74
E10000030,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.67
E10000031,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.79
E10000032,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.7
E10000034,202223,Revised,Total,Ethnicity major,Asian,Total,Total,Total,Total,Total,avg_p8score,0.48
